20231013,204010,0,,367326,53,1,1,,01,001,02,01,003,,
20231013,204015,1,,367326,53,1,1,,01,001,01,01,003,,
20231013,204136,5,,,10,0,7,,01,,,,,,
20231013,204142,5,,,10,0,7,,01,,,,,,
20231013,204652,5,,,03,0,7,,01,,,,,,
20231013,204831,5,,,03,0,7,,01,,,,,,
20231013,204851,5,,,03,0,7,,01,,,,,,
20231013,205005,6,,,03,0,7,,01,,,,,,
20231013,205005,5,,,06,0,7,,01,,,,,,
20231013,205028,6,,,06,0,7,,01,,,,,,
20231013,205059,5,,,10,0,7,,01,,,,,,
20231013,205104,5,,,10,0,7,,01,,,,,,
20231013,220253,0,,367326,53,1,1,,01,001,02,01,003,,
20231013,220256,1,,367326,53,1,1,,01,001,01,01,003,,
20231013,222706,0,,367326,60,1,1,,01,001,02,01,003,,
20231013,222708,1,,367326,60,1,1,,01,001,01,01,003,,
20231013,223027,0,,367326,60,1,1,,01,001,02,01,003,,
20231013,223027,1,,367326,60,1,1,,01,001,01,01,003,,
20231013,223327,1,,3673266447,00,0,1,,01,001,01,01,003,,
20231013,223406,0,,3673266447,00,0,1,,01,001,02,01,003,,
20231013,223534,1,,3673266447,00,1,1,,01,001,01,01,003,,
20231013,225813,0,,3673266447,00,1,1,,01,001,02,01,003,,
20231013,225819,0,,3673266447,00,1,1,,01,001,02,01,003,,
20231013,230341,1,,3673266447,60,1,1,,01,001,01,01,003,,
20231013,230424,1,,3673266447,00,1,1,,01,001,01,01,003,,
20231013,230433,0,,3673266447,00,1,1,,01,001,02,01,003,,
20231013,232755,0,,3673266447,60,1,1,,01,001,02,01,003,,
20231014,003433,0,,3673266447,00,1,1,,01,001,02,01,003,,
20231014,003443,1,,3673266447,00,1,1,,01,001,01,01,003,,
